600855,3,500,4,4000,3
002557,3,200,5,2500,3
002237,3,1000,5,12000,3
002461,3,200,6,0,3
002577,2,100,8,0,3
300079,3,1000,7,14000,3
600886,3,3000,9,51000,3
000961,3,500,8,18000,3
601566,2,300,5,0,3
002653,2,100,4,0,3
600667,3,2000,7,18400,3
002299,3,500,4,2800,3
002007,3,500,5,0,3
600587,3,500,4,3500,3
600535,3,500,4,3500,3
002152,3,1000,7,19000,3
600088,2,200,5,0,3
600859,2,300,5,0,3
600578,3,1000,6,19000,3
002071,2,500,5,0,3
600011,3,2000,8,30000,3
000665,2,200,8,0,3
002022,2,200,5,0,3
002603,2,500,4,3900,3
600879,3,2000,7,24000,3
002204,3,1000,14,23000,3
000739,3,1000,7,11000,3
300168,2,500,5,0,3
600062,3,500,6,5900,3
600572,3,1000,8,16000,3
600270,3,500,9,7700,3
600372,2,100,14,0,3
600236,3,500,12,12000,3
600389,2,200,5,0,3
600826,2,200,6,0,3
002153,3,200,6,0,3
002318,3,500,8,8000,3
002401,2,200,6,0,3
000528,2,500,8,6500,3
300026,3,1000,13,26000,3
002399,2,200,4,0,3
600594,2,500,6,0,3
000869,3,100,5,0,3
300039,3,500,8,0,3
600976,3,200,4,0,3
002317,3,500,4,4000,3
002221,3,300,7,0,3
002203,3,500,6,10200,3
600661,2,200,5,0,3
600483,3,500,4,5200,3
600337,3,500,4,6500,3
002181,2,1000,9,0,3
600329,3,500,4,3900,3
002465,3,1000,6,11000,3
300273,2,600,5,0,3
002414,2,200,5,0,3
601678,2,500,8,0,3
600330,3,500,5,7900,3
300257,2,400,4,0,3
002023,3,1000,7,13500,3
002353,3,500,5,4100,3
600580,3,500,8,0,3
300020,3,1000,4,5700,3
300010,3,500,3,4000,3
002396,3,500,3,2000,3
600387,3,400,4,1800,3
002024,3,1000,13,30000,3
600027,3,1000,12,35000,3
600085,3,300,8,0,3
603858,3,300,8,0,3
600919,3,1000,8,9600,3
601607,3,1000,8,16000,3
601117,3,1000,4,0,3
601021,2,200,3,0,3
000768,3,500,10,10000,3
601611,3,1000,12,15000,3
601198,3,1000,10,15000,3
600271,2,500,7,0,3
600977,2,300,7,0,3
601118,3,1000,12,15000,3
000999,3,500,5,3000,3
000656,3,2000,10,38000,3
002624,3,100,6,1900,3
600398,3,500,6,19000,3
600570,3,500,7,5500,3
600637,3,500,6,8000,3
002180,3,100,6,1200,3
002195,2,4000,5,0,3
000938,2,100,7,0,3
000425,3,2000,10,40000,3
600352,2,3000,3,0,3
002065,2,2000,6,24000,3
601727,3,1000,10,19000,3
