300565,2,100,7,0,2
300162,2,800,4,0,2
002899,2,100,5,0,2
603496,2,150,5,0,2
300404,2,100,5,0,2
300534,2,300,6,0,2
300665,2,200,4,0,2
603886,2,100,5,0,2
300580,2,100,5,0,2
300651,2,100,3,0,2
300526,2,150,6,0,2
300528,2,400,3,0,2
603076,2,200,6,0,2
300530,2,100,3,0,2
300597,2,200,10,0,2
002698,2,100,9,0,2
603396,2,100,6,0,2
603060,2,100,5,0,2
300591,2,200,6,0,2
002888,2,150,7,0,2
300640,3,150,6,0,2
002808,2,100,10,0,2
603679,2,100,3,0,2
603238,2,150,3,0,2
603041,2,200,3,0,2
300423,2,100,3,0,2
603139,2,100,4,0,2
002890,2,100,3,0,2
603226,2,100,8,0,2
603098,2,150,5,0,2
300416,3,100,4,0,2
603577,2,100,6,0,2
002811,2,100,5,0,2
300125,2,100,5,0,2
603090,2,100,6,0,2
300350,2,300,5,0,2
002779,2,100,4,0,2
300552,2,100,4,0,2
603266,2,100,6,0,2
300538,2,100,4,0,2
603129,2,100,6,0,2
603859,2,100,5,0,2
002826,2,150,6,0,2
002848,2,200,5,0,2
300321,2,100,4,0,2
300537,2,100,6,0,2
603196,2,200,7,0,2
002817,2,100,6,0,2
603580,2,150,6,0,2
300260,2,200,3,0,2
000908,2,500,3,4000,2
603819,2,100,5,0,2
603716,2,150,3,0,2
300576,3,100,4,0,2
300621,2,150,4,0,2
300442,2,100,4,0,2
300488,2,100,3,0,2
603330,2,150,5,0,2
300736,2,100,3,0,2
603101,2,150,6,0,2
603158,2,100,4,0,2
300654,2,100,5,0,2
300686,2,150,5,0,2
300046,2,300,4,0,2
300583,2,100,3,0,2
300543,3,150,5,0,2
603738,2,100,4,0,2
300405,2,200,5,0,2
603991,2,200,4,0,2
600387,3,300,4,0,2
300620,2,100,3,0,2
603860,2,100,5,0,2
603677,2,100,5,0,2
002892,2,100,3,0,2
603067,2,500,4,0,2
603037,2,100,3,0,2
002846,2,500,4,0,2
603879,2,200,5,0,2
603656,2,150,3,0,2
002919,2,100,7,0,2
603200,2,100,3,0,2
603536,2,200,5,0,2
300460,2,100,3,0,2
300536,2,200,4,0,2
300539,3,100,5,0,2
300435,2,150,6,0,2
603637,2,100,3,0,2
300553,2,100,3,0,2
002798,2,100,3,0,2
300501,2,100,3,0,2
002863,2,500,4,0,2
603633,2,200,3,0,2
603727,2,150,5,0,2
603535,2,100,5,0,2
